'roomId','roomName','price','reviewSummary','type','location','reviewNum','monthMin'
3090,'3090-Freida Hyatt',141,'4.3','Entire Home','Austin',41,true'
3091,'3091-Alize Halvorson',51,'0.6','Private Room','Boston',0,true'
3092,'3092-Dr. Nikko Stroman',129,'4.4','Private Room','Houston',48,true'
3093,'3093-Beatrice Morissette',145,'3.4','Entire Home','Seattle',60,false'
3094,'3094-Harley Haley',153,'4.6','Entire Home','Seattle',86,true'
3095,'3095-Hermina Christiansen',131,'1.5','Entire Home','San Francisco',98,true'
3096,'3096-Miss Mara Mante',131,'4.5','Shared Room','Los Angeles',66,false'
3097,'3097-Margret Kuhlman IV',159,'3.8','Private Room','Seattle',56,true'
3098,'3098-Toby Schneider DDS',150,'1.0','Private Room','Austin',73,true'
3099,'3099-Savannah Harris',102,'3.3','Private Room','New York',108,false'
3100,'3100-Treva Sanford',193,'1.1','Shared Room','Paris',34,false'
3101,'3101-Mrs. Allie Conroy',120,'1.8','Shared Room','Houston',9,true'
3102,'3102-Lacy Gutkowski',195,'2.8','Entire Home','Seattle',24,false'
3103,'3103-Sylvester Jerde V',187,'3.7','Entire Home','Paris',23,true'
3104,'3104-Amaya Stokes',129,'1.7','Shared Room','New York',51,true'
3105,'3105-Margaretta Kuphal',182,'2.5','Private Room','Austin',87,true'
3106,'3106-Ms. Ervin Armstrong',55,'2.5','Private Room','Austin',62,true'
3107,'3107-Beverly Volkman',186,'3.8','Shared Room','Austin',96,false'
3108,'3108-Mrs. Kim Wuckert',165,'1.0','Shared Room','Seattle',1,false'
3109,'3109-Arnulfo Rolfson',149,'0.5','Shared Room','New York',29,false'
3110,'3110-Hanna Bartoletti',53,'2.0','Private Room','Los Angeles',9,true'
3111,'3111-Amari Mohr',70,'0.2','Shared Room','Paris',89,false'
3112,'3112-Tod Gerlach Jr.',147,'2.4','Private Room','Houston',50,true'
3113,'3113-Jordan Ward I',180,'2.3','Private Room','Houston',46,false'
3114,'3114-Roderick Corwin',123,'3.1','Private Room','New York',63,true'
3115,'3115-Michel Corkery',155,'1.9','Shared Room','Paris',17,true'
3116,'3116-Deangelo McCullough',171,'0.6','Private Room','Los Angeles',29,false'
3117,'3117-Danyka Smith',89,'1.4','Entire Home','Seattle',31,false'
3118,'3118-Amparo Ziemann',157,'4.0','Shared Room','Boston',2,true'
3119,'3119-Gail Bayer',124,'4.2','Entire Home','Paris',40,false'
3120,'3120-Thea Olson Sr.',133,'4.1','Entire Home','Los Angeles',87,true'
3121,'3121-Gerardo Hayes',83,'0.7','Private Room','Paris',5,true'
3122,'3122-Chance Rice II',89,'3.5','Shared Room','Los Angeles',24,true'
3123,'3123-Alvina Luettgen',99,'4.5','Shared Room','Seattle',47,false'
3124,'3124-Verda Corkery',171,'4.4','Private Room','Houston',22,true'
3125,'3125-Jeffrey Lockman',64,'1.4','Entire Home','Seattle',39,true'
3126,'3126-Dillan Gusikowski',197,'1.9','Private Room','Boston',33,false'
3127,'3127-Edgar Witting',50,'2.9','Shared Room','Boston',108,true'
3128,'3128-Noemie Casper',185,'4.3','Shared Room','Los Angeles',16,false'
3129,'3129-Isabella Satterfield',87,'4.5','Private Room','Boston',40,false'
3130,'3130-Pinkie Fisher',95,'4.0','Private Room','Boston',15,false'
3131,'3131-Alfreda Mayer',66,'0.3','Private Room','New York',27,false'
3132,'3132-Morris Morar',127,'4.7','Shared Room','Houston',23,true'
3133,'3133-Joaquin Thiel',192,'3.3','Entire Home','Paris',89,false'
3134,'3134-Dee Cummings I',91,'4.6','Shared Room','San Francisco',43,false'
3135,'3135-Nathaniel White',185,'5.0','Entire Home','New York',60,false'
3136,'3136-Ericka Armstrong',162,'3.5','Private Room','Boston',9,true'
3137,'3137-Calista Blanda',80,'3.2','Private Room','Boston',64,false'
3138,'3138-Estella Mohr',109,'3.8','Shared Room','Austin',37,false'
3139,'3139-Kasey Kunde DVM',109,'0.9','Entire Home','Los Angeles',100,false'
3140,'3140-Horace Kiehn',137,'1.3','Shared Room','New York',86,false'
3141,'3141-Reina Kuhlman',154,'0.3','Entire Home','Boston',3,true'
3142,'3142-Haylee Gerhold',118,'4.9','Entire Home','Seattle',101,true'
3143,'3143-Brock Kuvalis',186,'0.8','Entire Home','Houston',2,false'
3144,'3144-Jaren Robel DDS',169,'4.8','Shared Room','New York',105,true'
3145,'3145-Dominique Johnston II',185,'4.0','Private Room','Boston',63,true'
3146,'3146-Mr. Marjory Flatley',169,'0.9','Entire Home','Seattle',25,true'
3147,'3147-Mona Block',54,'1.4','Shared Room','Seattle',106,false'
3148,'3148-Clair Gleichner',165,'1.7','Entire Home','Austin',39,true'
3149,'3149-Melisa Larson',56,'4.7','Private Room','Los Angeles',99,false'
3150,'3150-Martina Haag',108,'0.7','Entire Home','Seattle',56,false'
3151,'3151-Eriberto Dietrich',155,'0.3','Entire Home','Paris',5,true'
3152,'3152-Susan Kuphal',108,'2.7','Shared Room','New York',40,true'
3153,'3153-Lew Okuneva',142,'4.1','Entire Home','Paris',105,true'
3154,'3154-Laverna Moore',179,'2.1','Private Room','Boston',63,false'
3155,'3155-Sadye Kozey III',92,'1.2','Private Room','New York',35,false'
3156,'3156-Fredy Bins',97,'0.9','Private Room','Austin',25,false'
3157,'3157-Rasheed Quitzon',80,'0.4','Entire Home','San Francisco',59,true'
3158,'3158-Ignatius Huel',191,'0.6','Entire Home','Los Angeles',2,false'
3159,'3159-Dina Cole',76,'2.8','Private Room','Paris',16,false'
3160,'3160-Amy Mann',179,'3.1','Private Room','San Francisco',71,false'
3161,'3161-Koby Durgan',188,'2.0','Private Room','Los Angeles',92,true'
3162,'3162-German O''Reilly',55,'4.9','Private Room','Austin',110,false'
3163,'3163-Dr. Ansley Larkin',131,'4.2','Entire Home','Paris',9,true'
3164,'3164-Rossie Stamm',169,'0.5','Entire Home','New York',13,false'
3165,'3165-Evans Batz',93,'4.9','Private Room','Seattle',38,true'
3166,'3166-Anjali Watsica',159,'4.6','Shared Room','Los Angeles',92,false'
3167,'3167-Ferne Wintheiser',141,'0.5','Shared Room','Los Angeles',114,false'
3168,'3168-Jarrett Pouros',71,'1.0','Shared Room','Paris',37,true'
3169,'3169-Miss Laurianne Becker',124,'1.7','Shared Room','Houston',24,true'
3170,'3170-Eloise Breitenberg',160,'1.4','Shared Room','Paris',114,true'
3171,'3171-Wilfred Jacobson III',153,'0.9','Shared Room','Paris',13,false'
3172,'3172-Rodrick Rippin',97,'1.3','Entire Home','Seattle',5,true'
3173,'3173-Howard Collier',182,'0.4','Private Room','Los Angeles',11,true'
3174,'3174-Stanley Morar',75,'2.4','Entire Home','New York',107,true'
3175,'3175-Ida Lynch',56,'3.2','Shared Room','Los Angeles',24,false'
3176,'3176-Willard Murazik',106,'3.8','Shared Room','Seattle',65,false'
3177,'3177-Rene Pouros',124,'3.7','Shared Room','Paris',111,false'
3178,'3178-Freeda Kassulke',125,'3.6','Shared Room','Paris',16,false'
3179,'3179-Kirk Wiegand',114,'0.0','Entire Home','San Francisco',38,true'
3180,'3180-Rae Rath',137,'0.1','Entire Home','San Francisco',74,true'
3181,'3181-Rodrick Tremblay',58,'1.5','Shared Room','Houston',68,false'
3182,'3182-Britney Legros',191,'2.7','Shared Room','Houston',6,false'
3183,'3183-Dolores Marvin',189,'1.4','Entire Home','Paris',58,true'
3184,'3184-Trinity Will',171,'3.4','Entire Home','Houston',76,true'
3185,'3185-Ms. Salvatore Heller',167,'3.7','Private Room','Paris',8,false'
3186,'3186-Mrs. Axel Welch',158,'2.9','Shared Room','New York',41,true'
3187,'3187-Buford McDermott DDS',192,'1.6','Shared Room','Austin',14,false'
3188,'3188-Juwan Donnelly',53,'3.9','Private Room','Seattle',113,true'
3189,'3189-Santina Ernser',161,'3.7','Entire Home','San Francisco',62,true'
3190,'3190-Hardy Hegmann',130,'3.1','Shared Room','Boston',24,false'
3191,'3191-Ms. Dortha Mosciski',184,'2.1','Entire Home','Houston',99,true'
3192,'3192-Evalyn Hudson',198,'4.9','Shared Room','Austin',118,false'
3193,'3193-Jalon Abernathy',169,'1.0','Private Room','Houston',65,false'
3194,'3194-Walker Douglas',119,'2.8','Entire Home','Paris',107,true'
3195,'3195-Isaias Hermiston',84,'0.0','Entire Home','San Francisco',55,true'
3196,'3196-Jules Beer',157,'2.2','Private Room','Los Angeles',47,true'
3197,'3197-Beaulah Stoltenberg',145,'0.4','Private Room','Austin',27,false'
3198,'3198-Mr. Lexi Kautzer',160,'1.0','Shared Room','Paris',21,false'
3199,'3199-Trudie Effertz',192,'3.8','Entire Home','Boston',4,true'
3200,'3200-Ryder Feeney DVM',56,'2.3','Private Room','Paris',88,true'
3201,'3201-Kayla Mante',61,'2.3','Private Room','Austin',84,false'
3202,'3202-Norene Bosco',195,'0.4','Entire Home','Paris',56,false'
3203,'3203-Leann Corkery',140,'5.0','Private Room','New York',16,false'
3204,'3204-Annie O''Conner',91,'0.4','Shared Room','Seattle',49,false'
3205,'3205-Ms. Nickolas Hegmann',60,'2.8','Entire Home','Boston',42,false'
3206,'3206-Leda Osinski I',62,'2.9','Entire Home','Paris',66,false'
3207,'3207-Enos Gleichner',117,'2.4','Entire Home','Houston',103,true'
3208,'3208-Bailey Kuhic',127,'1.1','Entire Home','Paris',32,true'
3209,'3209-Catharine Mueller DDS',72,'0.5','Private Room','New York',72,true'
3210,'3210-Jensen Hane DVM',198,'4.4','Shared Room','Houston',28,false'
3211,'3211-Dave Hettinger',61,'4.0','Entire Home','New York',17,true'
3212,'3212-Carolanne Turner V',70,'1.9','Private Room','Boston',98,true'
3213,'3213-Einar Spinka',119,'2.4','Shared Room','Houston',54,true'
3214,'3214-Macy Botsford',98,'0.3','Private Room','Seattle',23,false'
3215,'3215-Nicole Schumm',191,'2.2','Private Room','Los Angeles',54,true'
3216,'3216-Chauncey Eichmann',180,'0.8','Entire Home','Los Angeles',28,false'
3217,'3217-Keven Ullrich',89,'3.5','Entire Home','New York',80,false'
3218,'3218-Remington Hickle',96,'2.8','Private Room','New York',8,false'
3219,'3219-Mertie Trantow',125,'1.5','Shared Room','Los Angeles',17,true'
3220,'3220-Mr. Roxanne Mohr',50,'3.8','Private Room','Los Angeles',92,false'
3221,'3221-Glennie Casper',61,'4.6','Shared Room','San Francisco',86,true'
3222,'3222-Nichole Emmerich',109,'0.2','Private Room','Boston',38,false'
3223,'3223-Turner Schuppe DDS',198,'2.7','Private Room','Houston',32,false'
3224,'3224-Rico Senger',133,'3.9','Shared Room','Paris',100,false'
3225,'3225-Delores Rohan',175,'1.2','Private Room','Austin',57,true'
3226,'3226-Elouise Casper',125,'3.8','Private Room','Paris',40,true'
3227,'3227-Dr. Araceli Harber',193,'0.9','Private Room','Los Angeles',3,true'
3228,'3228-Miss Linwood Bode',92,'0.4','Shared Room','Austin',6,false'
3229,'3229-Thaddeus Schmitt',175,'3.6','Entire Home','Boston',17,false'
3230,'3230-Tomas Eichmann',156,'0.4','Shared Room','Los Angeles',105,true'
3231,'3231-Keyon Olson',191,'4.2','Entire Home','Boston',77,false'
3232,'3232-Wilfrid Abbott',130,'0.3','Private Room','Los Angeles',54,true'
3233,'3233-Eloy Bartell',132,'2.3','Entire Home','New York',13,true'
3234,'3234-Mervin O''Keefe',144,'1.0','Entire Home','Paris',83,false'
3235,'3235-Braxton Stehr',58,'0.5','Shared Room','Boston',102,false'
3236,'3236-Tyreek Herzog',112,'3.5','Entire Home','Los Angeles',78,true'
3237,'3237-Jovany Friesen',158,'2.3','Entire Home','Paris',91,true'
3238,'3238-Kianna Dicki',74,'3.1','Shared Room','Boston',19,false'
3239,'3239-Alexa Littel',82,'3.6','Shared Room','Austin',86,true'
3240,'3240-Nolan Schuster',169,'3.9','Shared Room','Paris',56,false'
3241,'3241-Emely Gulgowski',117,'3.3','Shared Room','Paris',104,true'
3242,'3242-Leopoldo Rempel',131,'0.2','Private Room','Austin',51,false'
3243,'3243-Mr. Mary Stark',126,'5.0','Private Room','Boston',51,false'
3244,'3244-Osvaldo Jerde',96,'2.9','Private Room','Paris',41,true'
3245,'3245-Crawford Barrows',94,'0.8','Entire Home','Houston',52,false'
3246,'3246-Daphney Reichel',188,'0.4','Shared Room','Seattle',84,false'
3247,'3247-Ms. Dee Dicki',93,'0.3','Private Room','New York',45,true'
3248,'3248-Bradley Tremblay',96,'0.5','Shared Room','San Francisco',72,false'
3249,'3249-Nicholaus Bradtke',62,'4.0','Entire Home','New York',93,true'
3250,'3250-Gerry Ferry',150,'1.1','Private Room','Austin',92,true'
3251,'3251-Jaeden O''Conner',147,'4.1','Entire Home','Austin',39,true'
3252,'3252-Lavada Fritsch',170,'4.4','Shared Room','New York',80,false'
3253,'3253-Elias Ondricka IV',93,'2.8','Entire Home','San Francisco',73,false'
3254,'3254-Dustin Murray',105,'0.3','Entire Home','Houston',47,true'
3255,'3255-Gloria Streich',126,'2.9','Shared Room','San Francisco',66,true'
3256,'3256-Drew Little PhD',146,'4.9','Shared Room','Boston',74,false'
3257,'3257-Laurel Bergstrom',168,'0.3','Entire Home','Boston',91,false'
3258,'3258-Jaden McLaughlin II',198,'1.1','Entire Home','San Francisco',98,true'
3259,'3259-Daija Satterfield',192,'3.5','Entire Home','Seattle',106,false'
3260,'3260-Alvina Breitenberg',185,'0.9','Shared Room','San Francisco',17,false'
3261,'3261-Rhett Hoppe IV',104,'0.1','Shared Room','San Francisco',27,false'
3262,'3262-Travon Crooks',96,'1.7','Private Room','New York',104,false'
3263,'3263-Vernice Kautzer',195,'1.6','Shared Room','New York',2,false'
3264,'3264-Eriberto Kunde',178,'1.5','Private Room','Seattle',86,true'
3265,'3265-Leonard Brown',148,'4.3','Shared Room','Paris',21,false'
3266,'3266-Chad Shanahan',93,'2.5','Entire Home','New York',9,false'
3267,'3267-Haleigh Blick',191,'2.4','Private Room','San Francisco',104,false'
3268,'3268-Raheem Johnson',196,'0.9','Shared Room','Los Angeles',66,true'
3269,'3269-Fanny Ratke',134,'2.7','Shared Room','Boston',28,true'
3270,'3270-Cayla Volkman',141,'2.2','Shared Room','Seattle',27,false'
3271,'3271-Eladio Macejkovic',92,'4.6','Private Room','Seattle',26,true'
3272,'3272-Fleta Leannon',111,'2.1','Private Room','San Francisco',71,true'
3273,'3273-Harold Will III',179,'3.7','Entire Home','New York',31,true'
3274,'3274-Christy Erdman',72,'1.2','Entire Home','Houston',51,true'
3275,'3275-Ms. Humberto Spinka',118,'1.8','Shared Room','San Francisco',89,false'
3276,'3276-Daphne Bahringer',190,'0.5','Entire Home','Houston',54,true'
3277,'3277-Hermina Kozey',76,'4.2','Entire Home','Seattle',53,false'
3278,'3278-Katherine Cormier',113,'1.2','Entire Home','San Francisco',50,false'
3279,'3279-Mekhi Pfannerstill',197,'2.8','Entire Home','Los Angeles',110,false'
3280,'3280-Florine Erdman',96,'2.6','Entire Home','Paris',0,true'
3281,'3281-Audie Johns',154,'1.5','Shared Room','New York',96,false'
3282,'3282-Benjamin Hessel',193,'4.7','Shared Room','Houston',87,true'
3283,'3283-Joannie Yundt',169,'0.3','Shared Room','Houston',6,false'
3284,'3284-Norval Raynor',186,'4.5','Entire Home','Los Angeles',57,true'
3285,'3285-Athena Adams',126,'0.1','Private Room','New York',24,true'
3286,'3286-Godfrey Cole',79,'1.2','Shared Room','Seattle',25,true'
3287,'3287-Deanna O''Hara II',183,'2.7','Shared Room','Boston',50,true'
3288,'3288-Elsie Farrell',197,'3.0','Entire Home','Boston',73,false'
3289,'3289-Isabell Donnelly',157,'2.5','Entire Home','Austin',95,false'
3290,'3290-Deion Emard',192,'4.7','Shared Room','Los Angeles',27,false'
3291,'3291-Rodger Greenfelder',51,'2.8','Entire Home','San Francisco',0,false'
3292,'3292-Wilburn Adams',143,'1.5','Entire Home','Los Angeles',17,true'
3293,'3293-Ludwig Wyman',77,'0.5','Private Room','Seattle',100,false'
3294,'3294-Darrin Dooley DVM',92,'2.1','Private Room','San Francisco',7,true'
3295,'3295-Darrick Vandervort',170,'0.5','Private Room','Boston',94,true'
3296,'3296-Ayla Mayer',149,'1.1','Entire Home','New York',45,false'
3297,'3297-Abdiel Mueller',51,'3.3','Private Room','Los Angeles',52,false'
3298,'3298-Abdiel Gutkowski',110,'4.1','Private Room','New York',82,true'
3299,'3299-Muhammad Boyer',83,'1.6','Private Room','Boston',17,true'
3300,'3300-Phoebe Mante',105,'1.5','Private Room','Boston',107,false'
3301,'3301-Eleanora Parker',113,'4.0','Private Room','New York',24,false'
3302,'3302-Dorcas Auer',176,'4.4','Entire Home','Houston',66,true'
3303,'3303-Pinkie Powlowski',106,'1.2','Entire Home','Los Angeles',25,false'
3304,'3304-Antonio Tillman',78,'3.8','Private Room','Los Angeles',58,false'
3305,'3305-Bennie Runolfsson Sr.',100,'1.9','Shared Room','Austin',79,false'
3306,'3306-Mrs. Elenora Eichmann',133,'0.2','Shared Room','Los Angeles',114,true'
3307,'3307-Jorge Grant',56,'0.5','Shared Room','Seattle',106,false'
3308,'3308-Victoria Bednar DVM',168,'0.6','Private Room','Los Angeles',20,true'
3309,'3309-Arnulfo Lowe',186,'4.2','Shared Room','Houston',34,true'
3310,'3310-Thurman Lebsack',191,'0.7','Private Room','Paris',33,false'
3311,'3311-Eriberto Renner',199,'4.0','Entire Home','Paris',91,true'
3312,'3312-Sherman Prohaska',131,'2.9','Entire Home','Seattle',28,false'
3313,'3313-Connie Ferry',119,'2.9','Private Room','Boston',44,true'
3314,'3314-Micheal Greenfelder',198,'0.3','Private Room','San Francisco',3,false'
3315,'3315-Rebeca Hartmann',137,'4.1','Entire Home','Los Angeles',57,false'
3316,'3316-Raina Kassulke',166,'3.6','Private Room','San Francisco',46,true'
3317,'3317-Ophelia Homenick',96,'3.0','Entire Home','Los Angeles',31,true'
3318,'3318-Janice Hane',195,'4.2','Private Room','Austin',74,true'
3319,'3319-Scotty Weissnat',168,'0.4','Private Room','New York',19,false'
3320,'3320-Brandon Kihn',182,'1.7','Private Room','Los Angeles',107,true'
3321,'3321-Augusta Lueilwitz',58,'1.5','Entire Home','Houston',89,true'
3322,'3322-Orie DuBuque',174,'3.7','Entire Home','New York',16,false'
3323,'3323-Vincenzo Christiansen',79,'4.6','Shared Room','Los Angeles',17,true'
3324,'3324-Isaac Ferry Jr.',66,'1.6','Shared Room','Houston',75,true'
3325,'3325-Ursula Fahey',127,'0.6','Entire Home','Boston',53,true'
3326,'3326-Hattie Wintheiser',129,'3.7','Private Room','Seattle',82,false'
3327,'3327-Casey Monahan',81,'3.4','Entire Home','Austin',2,true'
3328,'3328-Ms. Lowell Funk',64,'4.0','Shared Room','San Francisco',53,true'
3329,'3329-Durward Rolfson',152,'3.7','Shared Room','Austin',119,true'
3330,'3330-Kole Hills',140,'1.9','Shared Room','Los Angeles',35,true'
3331,'3331-Gina Mills Sr.',66,'2.0','Private Room','Paris',66,false'
3332,'3332-Anahi Rath',132,'2.4','Entire Home','Austin',74,true'
3333,'3333-Jasen Heller',120,'4.3','Entire Home','Austin',32,true'
3334,'3334-Mathew Osinski',83,'1.9','Private Room','Los Angeles',93,false'
3335,'3335-Dr. Guillermo Braun',56,'1.9','Private Room','Austin',40,false'
3336,'3336-Zack Gerlach',127,'3.3','Entire Home','Seattle',59,false'
3337,'3337-Miss Clarabelle Mills',188,'2.1','Entire Home','San Francisco',38,false'
3338,'3338-Mrs. Aracely O''Hara',193,'0.3','Shared Room','New York',0,true'
3339,'3339-Patrick Funk',145,'0.1','Private Room','Los Angeles',98,false'
3340,'3340-Emerald Gottlieb',190,'1.8','Shared Room','Boston',6,true'
3341,'3341-Preston Johnson',114,'4.2','Entire Home','New York',83,false'
3342,'3342-Ms. Cristal Wunsch',89,'4.4','Private Room','Paris',57,true'
3343,'3343-Camilla Dickens',95,'0.3','Shared Room','Houston',48,true'
3344,'3344-Simeon Jones',71,'4.6','Entire Home','Los Angeles',118,false'
3345,'3345-Connie Will',93,'3.4','Entire Home','Paris',30,true'
3346,'3346-Marcelo Murray',80,'0.1','Private Room','San Francisco',110,false'
3347,'3347-Iva Weissnat',51,'4.9','Shared Room','New York',80,false'
3348,'3348-Verona Beier MD',89,'4.3','Shared Room','Houston',77,true'
3349,'3349-Frank Stracke',196,'3.2','Shared Room','New York',115,false'
3350,'3350-Luigi Miller V',123,'2.3','Shared Room','Los Angeles',100,true'
3351,'3351-Robert Bartoletti',80,'4.6','Entire Home','New York',119,false'
3352,'3352-Isabelle O''Kon',63,'3.0','Shared Room','Houston',63,false'
3353,'3353-Vincenzo Torp',82,'3.5','Shared Room','Seattle',119,true'
3354,'3354-Molly Homenick',185,'0.5','Private Room','Paris',59,false'
3355,'3355-Albert Hilll DDS',148,'1.8','Shared Room','Seattle',3,true'
3356,'3356-Silas Weimann',57,'3.3','Shared Room','Paris',36,false'
3357,'3357-Misty Sipes',117,'2.8','Entire Home','Paris',6,false'
3358,'3358-Geovany Tromp',150,'2.8','Private Room','San Francisco',109,false'
3359,'3359-Kiarra Lemke',64,'0.4','Shared Room','Boston',67,true'
3360,'3360-Johnpaul Cremin',149,'0.2','Entire Home','Paris',95,true'
3361,'3361-Viviane Murray Sr.',188,'3.8','Private Room','San Francisco',98,true'
3362,'3362-Lysanne Johnston',124,'3.2','Entire Home','Seattle',69,false'
3363,'3363-Ms. Norma Murphy',145,'4.9','Entire Home','Paris',86,false'
3364,'3364-Jensen Jacobs',63,'1.8','Shared Room','New York',74,false'
3365,'3365-Mrs. Madyson Wolf',130,'2.0','Entire Home','Houston',82,false'
3366,'3366-Della Gusikowski',168,'2.3','Private Room','Boston',57,true'
3367,'3367-Priscilla Ziemann',155,'3.2','Shared Room','New York',109,true'
3368,'3368-Mr. Johnson Altenwerth',172,'1.1','Shared Room','Boston',6,false'
3369,'3369-Odessa Roberts',59,'4.3','Shared Room','Austin',108,false'
3370,'3370-Albin Ritchie',148,'1.5','Entire Home','Los Angeles',114,true'
3371,'3371-Chance Auer',78,'0.4','Entire Home','Austin',36,true'
3372,'3372-Dr. Bartholome Gusikowski',153,'4.3','Private Room','Paris',101,true'
3373,'3373-Vernie Larkin',189,'3.4','Entire Home','Houston',7,false'
3374,'3374-Jerrell O''Hara',196,'2.6','Private Room','Los Angeles',44,false'
3375,'3375-Ernie Nikolaus',170,'2.0','Shared Room','Houston',70,false'
3376,'3376-Mr. Favian Walsh',139,'2.0','Entire Home','Houston',32,true'
3377,'3377-Cara Macejkovic',51,'2.5','Private Room','Austin',19,true'
3378,'3378-Elissa Padberg PhD',132,'2.8','Shared Room','Los Angeles',83,false'
3379,'3379-Mr. Lempi Streich',178,'2.3','Shared Room','Paris',60,true'
3380,'3380-Lavina Adams',148,'4.3','Entire Home','Los Angeles',73,false'
3381,'3381-Vance Runte',199,'1.2','Entire Home','Austin',1,false'
3382,'3382-Hal Paucek MD',59,'2.3','Shared Room','San Francisco',71,false'
3383,'3383-Alena Schoen',111,'0.4','Shared Room','Seattle',42,true'
3384,'3384-Jamaal Jacobson',116,'2.6','Private Room','Seattle',84,false'
3385,'3385-Camryn Fadel',189,'1.0','Entire Home','Boston',8,true'
3386,'3386-Mrs. Aubree Medhurst',58,'4.0','Shared Room','Houston',92,true'
3387,'3387-Leda Skiles III',131,'0.3','Shared Room','Seattle',45,true'
3388,'3388-Mable Herman',155,'4.3','Private Room','Paris',89,false'
3389,'3389-Ms. Geovanny Ratke',189,'4.8','Private Room','Austin',114,true'
3390,'3390-Lemuel Pfannerstill II',182,'2.9','Entire Home','Paris',23,true'
3391,'3391-Aubree Howe',195,'0.6','Private Room','New York',33,false'
3392,'3392-Merl Koch',186,'2.8','Shared Room','Los Angeles',52,true'
3393,'3393-Evie Zulauf',112,'4.1','Shared Room','Houston',93,true'
3394,'3394-Krista Haag',113,'2.7','Entire Home','Boston',93,false'
3395,'3395-Fernando Howe',116,'3.4','Shared Room','San Francisco',93,true'
3396,'3396-Ms. Simeon Yost',87,'3.9','Shared Room','Boston',80,false'
3397,'3397-Retta Sporer',160,'0.7','Shared Room','New York',110,true'
3398,'3398-Fleta Heaney',98,'3.3','Private Room','Los Angeles',42,true'
3399,'3399-Imogene Leuschke',76,'4.2','Entire Home','New York',19,false'
3400,'3400-Rashawn Gutmann',146,'3.4','Shared Room','Austin',103,false'
3401,'3401-Ariane Schowalter',82,'1.4','Shared Room','Houston',60,false'
3402,'3402-Rosanna Flatley',147,'1.7','Private Room','Paris',74,false'
3403,'3403-Orpha Walter',75,'4.6','Private Room','Los Angeles',48,true'
3404,'3404-Miss Lelah Vandervort',139,'2.4','Private Room','New York',95,true'
3405,'3405-Willard Purdy',86,'0.8','Entire Home','Austin',106,true'
3406,'3406-Walton Corwin',144,'2.0','Shared Room','Seattle',15,true'
3407,'3407-Rosella Quigley',74,'1.7','Entire Home','Paris',19,false'
3408,'3408-Lilyan Dooley',197,'3.8','Private Room','Houston',47,false'
3409,'3409-Rachel Keebler',70,'0.8','Private Room','Los Angeles',69,false'
3410,'3410-Brook Howell',139,'3.5','Private Room','New York',63,true'
3411,'3411-Koby Tromp',59,'4.8','Shared Room','New York',7,true'
3412,'3412-Adrianna Davis Jr.',132,'2.1','Entire Home','San Francisco',28,false'
3413,'3413-Ms. Amari Harvey',58,'3.1','Entire Home','Boston',82,true'
3414,'3414-Emery Bergnaum',57,'4.9','Private Room','New York',14,false'
3415,'3415-Henriette White',69,'3.2','Entire Home','Austin',84,false'
3416,'3416-Miss Gabriel Murphy',182,'3.8','Entire Home','San Francisco',39,false'
3417,'3417-Dora Farrell',120,'3.0','Private Room','Boston',111,true'
3418,'3418-Jaycee Stehr',136,'4.3','Entire Home','New York',19,false'
3419,'3419-Yessenia Block Jr.',147,'4.5','Private Room','Austin',16,false'
3420,'3420-Dr. Ward Steuber',88,'1.1','Entire Home','Houston',11,false'
3421,'3421-Brett Hayes',78,'1.4','Entire Home','Austin',0,false'
3422,'3422-Kaitlyn Nader',129,'0.8','Entire Home','Paris',77,false'
3423,'3423-Leann Schultz',176,'1.9','Private Room','San Francisco',79,false'
3424,'3424-Maximillian Jacobson I',67,'0.5','Shared Room','Paris',12,true'
3425,'3425-Vernice Ernser',193,'3.3','Private Room','New York',87,false'
3426,'3426-Isaac King',199,'0.6','Shared Room','San Francisco',71,false'
3427,'3427-Valerie Mosciski',146,'3.6','Private Room','Los Angeles',2,false'
3428,'3428-Raymond Kshlerin',184,'1.0','Shared Room','San Francisco',26,false'
3429,'3429-Brannon Marquardt',142,'4.2','Entire Home','Houston',47,true'
3430,'3430-Mr. Mireille Anderson',119,'2.1','Shared Room','New York',40,true'
3431,'3431-Felicita Haag MD',161,'4.4','Entire Home','Paris',84,true'
3432,'3432-Domenic Block',141,'4.5','Entire Home','New York',0,true'
3433,'3433-Maxine Leffler I',137,'4.9','Entire Home','Seattle',96,false'
3434,'3434-Gia Mitchell',153,'1.1','Entire Home','Seattle',52,true'
3435,'3435-Oswald Wiegand',189,'2.2','Shared Room','Paris',2,true'
3436,'3436-Gage Smitham',184,'3.7','Shared Room','San Francisco',52,false'
3437,'3437-Ettie Torp',119,'2.8','Shared Room','Austin',100,false'
3438,'3438-Percy Steuber',75,'1.7','Shared Room','Los Angeles',10,true'
3439,'3439-Tomasa Wyman PhD',146,'1.0','Entire Home','Austin',104,false'
3440,'3440-Lewis O''Hara',87,'0.8','Private Room','San Francisco',15,true'
3441,'3441-Verner Erdman',191,'3.5','Entire Home','San Francisco',108,true'
3442,'3442-Darlene Simonis',131,'1.5','Entire Home','Paris',26,false'
3443,'3443-Rhiannon White',74,'1.1','Private Room','Boston',84,false'
3444,'3444-Tabitha Dare DVM',80,'4.0','Private Room','Houston',6,false'
3445,'3445-Simeon Barton',60,'0.8','Private Room','Seattle',77,true'
3446,'3446-Trudie Miller',64,'3.2','Entire Home','San Francisco',114,false'
