'roomId','checkIn','checkOut','adults','children','infants'
2343,'2019-4-9','2019-4-20',4,2,0'
2344,'2019-5-12','2019-5-16',3,3,0'
2345,'2019-6-8','2019-6-17',2,2,2'
2346,'2019-7-1','2019-7-26',1,2,2'
2347,'2019-8-12','2019-8-23',2,4,2'
2348,'2019-9-8','2019-9-15',2,1,2'
2349,'2019-10-12','2019-10-25',4,3,0'
2350,'2019-11-12','2019-11-15',2,2,0'
2351,'2019-12-14','2019-12-21',4,0,2'
2352,'2019-1-5','2019-1-27',1,2,0'
2353,'2019-2-9','2019-2-27',1,2,0'
2354,'2019-3-14','2019-3-18',2,4,2'
2355,'2019-4-11','2019-4-24',3,1,1'
2356,'2019-5-3','2019-5-23',3,1,1'
2357,'2019-6-7','2019-6-23',4,1,2'
2358,'2019-7-5','2019-7-21',1,2,2'
2359,'2019-8-14','2019-8-24',1,0,1'
2360,'2019-9-3','2019-9-17',1,0,0'
2361,'2019-10-14','2019-10-19',2,3,2'
2362,'2019-11-6','2019-11-24',2,0,2'
2363,'2019-12-3','2019-12-18',4,3,0'
2364,'2019-1-7','2019-1-22',3,2,2'
2365,'2019-2-2','2019-2-15',3,4,1'
2366,'2019-3-12','2019-3-24',1,2,2'
2367,'2019-4-6','2019-4-18',1,1,2'
2368,'2019-5-13','2019-5-24',2,0,0'
2369,'2019-6-12','2019-6-18',1,2,2'
2370,'2019-7-9','2019-7-24',3,4,2'
2371,'2019-8-13','2019-8-26',1,1,1'
2372,'2019-9-12','2019-9-25',2,4,0'
2373,'2019-10-9','2019-10-15',1,3,0'
2374,'2019-11-14','2019-11-27',1,1,1'
2375,'2019-12-7','2019-12-17',4,4,1'
2376,'2019-1-9','2019-1-24',3,4,1'
2377,'2019-2-9','2019-2-15',4,0,2'
2378,'2019-3-6','2019-3-26',3,1,1'
2379,'2019-4-2','2019-4-17',1,3,2'
2380,'2019-5-5','2019-5-16',2,4,1'
2381,'2019-6-4','2019-6-27',2,4,0'
2382,'2019-7-4','2019-7-24',1,0,2'
2383,'2019-8-1','2019-8-26',3,0,0'
2384,'2019-9-11','2019-9-18',3,1,0'
2385,'2019-10-12','2019-10-23',1,4,0'
2386,'2019-11-9','2019-11-24',2,0,0'
2387,'2019-12-8','2019-12-15',1,0,0'
2388,'2019-1-9','2019-1-27',1,3,2'
2389,'2019-2-2','2019-2-15',2,3,0'
2390,'2019-3-9','2019-3-17',1,2,0'
2391,'2019-4-5','2019-4-25',4,3,2'
2392,'2019-5-11','2019-5-20',1,4,0'
2393,'2019-6-14','2019-6-24',4,4,0'
2394,'2019-7-11','2019-7-18',3,0,1'
2395,'2019-8-9','2019-8-17',2,2,0'
2396,'2019-9-7','2019-9-24',4,0,0'
2397,'2019-10-14','2019-10-20',4,2,2'
2398,'2019-11-13','2019-11-22',3,2,2'
2399,'2019-12-11','2019-12-15',2,4,0'
2400,'2019-1-11','2019-1-27',2,0,1'
2401,'2019-2-3','2019-2-20',4,2,2'
2402,'2019-3-6','2019-3-15',3,0,1'
2403,'2019-4-2','2019-4-28',1,2,2'
2404,'2019-5-8','2019-5-17',2,4,1'
2405,'2019-6-10','2019-6-15',4,2,0'
2406,'2019-7-1','2019-7-22',1,1,2'
2407,'2019-8-14','2019-8-23',1,0,2'
2408,'2019-9-2','2019-9-15',4,0,0'
2409,'2019-10-12','2019-10-25',4,1,0'
2410,'2019-11-12','2019-11-19',1,1,1'
2411,'2019-12-13','2019-12-27',3,2,1'
2412,'2019-1-10','2019-1-25',1,3,2'
2413,'2019-2-6','2019-2-23',3,1,0'
2414,'2019-3-14','2019-3-26',3,0,1'
2415,'2019-4-10','2019-4-20',3,1,1'
2416,'2019-5-9','2019-5-22',2,2,1'
2417,'2019-6-2','2019-6-19',3,2,1'
2418,'2019-7-8','2019-7-28',4,4,2'
2419,'2019-8-10','2019-8-27',2,2,0'
2420,'2019-9-10','2019-9-22',1,0,1'
2421,'2019-10-13','2019-10-17',2,4,2'
2422,'2019-11-5','2019-11-28',1,4,1'
2423,'2019-12-3','2019-12-20',4,4,0'
2424,'2019-1-3','2019-1-28',1,0,1'
2425,'2019-2-14','2019-2-18',1,4,0'
2426,'2019-3-8','2019-3-22',3,4,2'
2427,'2019-4-4','2019-4-26',1,2,1'
2428,'2019-5-2','2019-5-28',2,0,1'
2429,'2019-6-5','2019-6-17',2,4,1'
2430,'2019-7-14','2019-7-20',3,3,1'
2431,'2019-8-9','2019-8-20',1,3,1'
2432,'2019-9-12','2019-9-24',2,3,1'
2433,'2019-10-4','2019-10-27',3,0,1'
2434,'2019-11-1','2019-11-22',2,1,0'
2435,'2019-12-7','2019-12-27',2,3,2'
2436,'2019-1-8','2019-1-16',2,0,2'
2437,'2019-2-2','2019-2-22',4,3,1'
2438,'2019-3-9','2019-3-17',2,4,2'
2439,'2019-4-12','2019-4-15',2,2,0'
2440,'2019-5-10','2019-5-17',1,2,0'
2441,'2019-6-13','2019-6-19',3,4,2'
2442,'2019-7-7','2019-7-19',4,3,1'
2443,'2019-8-8','2019-8-18',4,1,2'
2444,'2019-9-6','2019-9-21',4,2,1'
2445,'2019-10-8','2019-10-19',2,1,2'
2446,'2019-11-11','2019-11-23',2,1,2'
2447,'2019-12-9','2019-12-19',3,4,2'
2448,'2019-1-12','2019-1-23',2,4,1'
2449,'2019-2-8','2019-2-16',2,4,1'
2450,'2019-3-4','2019-3-26',2,0,0'
2451,'2019-4-6','2019-4-20',3,0,2'
2452,'2019-5-9','2019-5-25',2,4,2'
2453,'2019-6-10','2019-6-27',4,1,2'
2454,'2019-7-6','2019-7-28',2,3,2'
2455,'2019-8-11','2019-8-15',1,3,0'
2456,'2019-9-12','2019-9-24',4,2,2'
2457,'2019-10-3','2019-10-22',3,3,1'
2458,'2019-11-8','2019-11-23',4,2,0'
2459,'2019-12-10','2019-12-22',4,3,2'
2460,'2019-1-12','2019-1-27',2,3,0'
2461,'2019-2-9','2019-2-17',4,0,1'
2462,'2019-3-3','2019-3-17',2,3,2'
2463,'2019-4-5','2019-4-20',1,4,1'
2464,'2019-5-5','2019-5-19',1,1,2'
2465,'2019-6-3','2019-6-19',4,4,1'
2466,'2019-7-8','2019-7-20',3,0,0'
2467,'2019-8-2','2019-8-16',1,2,0'
2468,'2019-9-9','2019-9-21',3,2,2'
2469,'2019-10-9','2019-10-27',3,0,2'
2470,'2019-11-11','2019-11-26',3,3,1'
2471,'2019-12-6','2019-12-20',2,4,0'
2472,'2019-1-9','2019-1-19',4,3,0'
2473,'2019-2-2','2019-2-16',1,1,0'
2474,'2019-3-3','2019-3-18',1,3,1'
2475,'2019-4-4','2019-4-24',4,0,1'
2476,'2019-5-7','2019-5-19',4,0,1'
2477,'2019-6-6','2019-6-28',1,0,1'
2478,'2019-7-14','2019-7-28',4,2,0'
2479,'2019-8-10','2019-8-23',2,4,2'
2480,'2019-9-7','2019-9-27',4,2,0'
2481,'2019-10-11','2019-10-23',3,0,2'
2482,'2019-11-6','2019-11-19',4,3,1'
2483,'2019-12-11','2019-12-19',3,2,2'
2484,'2019-1-3','2019-1-21',2,2,2'
2485,'2019-2-8','2019-2-23',1,4,1'
2486,'2019-3-12','2019-3-18',3,4,0'
2487,'2019-4-11','2019-4-15',2,3,1'
2488,'2019-5-1','2019-5-23',3,3,1'
2489,'2019-6-4','2019-6-27',4,4,0'
2490,'2019-7-14','2019-7-23',4,0,2'
2491,'2019-8-12','2019-8-22',3,3,0'
2492,'2019-9-8','2019-9-26',4,2,2'
2493,'2019-10-13','2019-10-17',3,2,2'
2494,'2019-11-7','2019-11-22',4,1,2'
2495,'2019-12-11','2019-12-21',1,2,0'
2496,'2019-1-4','2019-1-18',3,1,2'
2497,'2019-2-8','2019-2-27',4,1,0'
2498,'2019-3-12','2019-3-28',1,0,1'
2499,'2019-4-5','2019-4-17',1,4,1'
2500,'2019-5-10','2019-5-25',2,0,2'
2501,'2019-6-14','2019-6-15',3,1,2'
2502,'2019-7-4','2019-7-23',4,3,0'
2503,'2019-8-7','2019-8-25',2,2,1'
2504,'2019-9-9','2019-9-16',1,2,2'
2505,'2019-10-2','2019-10-25',2,4,1'
2506,'2019-11-13','2019-11-16',3,3,2'
2507,'2019-12-9','2019-12-21',3,0,2'
2508,'2019-1-12','2019-1-20',3,4,1'
2509,'2019-2-11','2019-2-24',3,3,1'
2510,'2019-3-7','2019-3-28',3,4,2'
2511,'2019-4-8','2019-4-26',3,2,2'
2512,'2019-5-14','2019-5-21',2,0,2'
2513,'2019-6-6','2019-6-21',3,2,1'
2514,'2019-7-13','2019-7-25',4,0,0'
2515,'2019-8-12','2019-8-19',3,0,0'
2516,'2019-9-10','2019-9-28',4,1,1'
2517,'2019-10-2','2019-10-24',1,4,2'
2518,'2019-11-4','2019-11-24',3,4,2'
2519,'2019-12-2','2019-12-22',3,1,0'
2520,'2019-1-4','2019-1-23',4,0,0'
2521,'2019-2-4','2019-2-19',3,2,0'
2522,'2019-3-14','2019-3-16',3,3,1'
2523,'2019-4-14','2019-4-16',4,0,0'
2524,'2019-5-12','2019-5-24',3,3,2'
2525,'2019-6-5','2019-6-15',1,0,0'
2526,'2019-7-2','2019-7-27',1,0,1'
2527,'2019-8-5','2019-8-26',1,4,1'
2528,'2019-9-1','2019-9-23',2,3,1'
2529,'2019-10-9','2019-10-19',2,0,2'
2530,'2019-11-7','2019-11-16',3,2,2'
2531,'2019-12-6','2019-12-25',4,2,1'
2532,'2019-1-1','2019-1-23',1,3,1'
2533,'2019-2-13','2019-2-18',3,0,2'
2534,'2019-3-5','2019-3-24',3,0,2'
2535,'2019-4-1','2019-4-22',4,3,1'
2536,'2019-5-4','2019-5-17',4,0,0'
2537,'2019-6-5','2019-6-26',4,1,0'
2538,'2019-7-12','2019-7-20',4,3,1'
2539,'2019-8-9','2019-8-15',1,0,0'
2540,'2019-9-14','2019-9-27',2,0,2'
2541,'2019-10-1','2019-10-24',1,3,2'
2542,'2019-11-14','2019-11-27',3,4,1'
2543,'2019-12-3','2019-12-22',2,4,2'
2544,'2019-1-11','2019-1-17',1,2,2'
2545,'2019-2-14','2019-2-21',4,2,2'
2546,'2019-3-1','2019-3-26',3,3,2'
2547,'2019-4-11','2019-4-25',2,2,0'
2548,'2019-5-10','2019-5-19',3,1,0'
2549,'2019-6-9','2019-6-18',4,4,0'
2550,'2019-7-8','2019-7-21',2,2,2'
2551,'2019-8-2','2019-8-20',1,4,2'
2552,'2019-9-8','2019-9-23',1,0,0'
2553,'2019-10-8','2019-10-24',3,4,1'
2554,'2019-11-7','2019-11-25',4,1,0'
2555,'2019-12-1','2019-12-28',3,1,0'
2556,'2019-1-11','2019-1-16',4,0,2'
2557,'2019-2-14','2019-2-24',1,4,1'
2558,'2019-3-6','2019-3-17',1,2,2'
2559,'2019-4-2','2019-4-23',3,3,0'
2560,'2019-5-10','2019-5-26',1,2,0'
2561,'2019-6-8','2019-6-19',1,4,2'
2562,'2019-7-10','2019-7-28',2,2,1'
2563,'2019-8-6','2019-8-23',2,3,1'
2564,'2019-9-5','2019-9-16',1,2,0'
2565,'2019-10-10','2019-10-22',3,0,1'
2566,'2019-11-1','2019-11-24',3,2,1'
2567,'2019-12-1','2019-12-26',3,4,0'
2568,'2019-1-8','2019-1-27',1,0,2'
2569,'2019-2-10','2019-2-28',4,4,0'
2570,'2019-3-8','2019-3-27',4,1,0'
2571,'2019-4-7','2019-4-23',2,4,0'
2572,'2019-5-2','2019-5-15',1,4,0'
2573,'2019-6-14','2019-6-26',2,0,2'
2574,'2019-7-5','2019-7-16',1,1,1'
2575,'2019-8-10','2019-8-16',4,2,2'
2576,'2019-9-11','2019-9-20',4,4,0'
2577,'2019-10-13','2019-10-15',1,4,2'
2578,'2019-11-5','2019-11-16',1,1,0'
2579,'2019-12-3','2019-12-15',3,1,1'
2580,'2019-1-7','2019-1-17',3,2,1'
2581,'2019-2-8','2019-2-19',4,1,1'
2582,'2019-3-3','2019-3-22',1,2,1'
2583,'2019-4-4','2019-4-25',4,2,1'
2584,'2019-5-4','2019-5-22',2,3,2'
2585,'2019-6-7','2019-6-22',4,0,0'
2586,'2019-7-5','2019-7-28',3,3,0'
2587,'2019-8-10','2019-8-20',2,1,0'
2588,'2019-9-6','2019-9-19',3,4,2'
2589,'2019-10-7','2019-10-19',4,4,2'
2590,'2019-11-1','2019-11-19',3,0,2'
2591,'2019-12-8','2019-12-21',1,2,1'
2592,'2019-1-3','2019-1-20',3,3,2'
2593,'2019-2-5','2019-2-21',4,1,0'
2594,'2019-3-1','2019-3-24',2,0,1'
2595,'2019-4-12','2019-4-22',1,0,0'
2596,'2019-5-7','2019-5-23',1,3,2'
2597,'2019-6-2','2019-6-17',4,1,2'
2598,'2019-7-1','2019-7-27',4,4,1'
2599,'2019-8-6','2019-8-28',1,1,2'
2600,'2019-9-6','2019-9-28',4,3,2'
2601,'2019-10-14','2019-10-28',1,1,0'
2602,'2019-11-14','2019-11-21',1,0,2'
2603,'2019-12-1','2019-12-19',1,0,1'
2604,'2019-1-9','2019-1-21',1,4,2'
2605,'2019-2-10','2019-2-26',2,3,0'
2606,'2019-3-8','2019-3-15',3,0,1'
2607,'2019-4-6','2019-4-15',2,3,2'
2608,'2019-5-11','2019-5-16',2,1,1'
2609,'2019-6-8','2019-6-16',2,2,0'
2610,'2019-7-14','2019-7-20',4,3,0'
2611,'2019-8-1','2019-8-18',1,4,2'
2612,'2019-9-9','2019-9-20',4,4,2'
2613,'2019-10-9','2019-10-24',4,0,0'
2614,'2019-11-7','2019-11-28',4,3,1'
2615,'2019-12-13','2019-12-16',2,2,1'
2616,'2019-1-14','2019-1-17',4,0,2'
2617,'2019-2-5','2019-2-27',2,4,1'
2618,'2019-3-3','2019-3-24',4,4,0'
2619,'2019-4-7','2019-4-21',2,4,2'
2620,'2019-5-4','2019-5-24',4,0,1'
2621,'2019-6-13','2019-6-26',4,1,0'
2622,'2019-7-13','2019-7-26',2,1,0'
2623,'2019-8-3','2019-8-27',1,4,0'
2624,'2019-9-2','2019-9-26',2,3,1'
2625,'2019-10-5','2019-10-15',1,2,1'
2626,'2019-11-12','2019-11-26',1,2,0'
2627,'2019-12-12','2019-12-19',4,0,2'
2628,'2019-1-9','2019-1-18',2,0,2'
2629,'2019-2-1','2019-2-21',2,2,2'
2630,'2019-3-5','2019-3-17',1,2,1'
2631,'2019-4-13','2019-4-21',2,4,1'
2632,'2019-5-1','2019-5-19',1,2,0'
2633,'2019-6-14','2019-6-20',2,1,1'
2634,'2019-7-1','2019-7-21',4,2,2'
2635,'2019-8-3','2019-8-27',3,4,2'
2636,'2019-9-6','2019-9-18',1,4,0'
2637,'2019-10-4','2019-10-17',3,3,1'
2638,'2019-11-11','2019-11-20',1,3,2'
2639,'2019-12-11','2019-12-28',3,1,0'
2640,'2019-1-10','2019-1-23',1,4,1'
2641,'2019-2-8','2019-2-26',2,4,1'
2642,'2019-3-13','2019-3-16',1,1,2'
2643,'2019-4-5','2019-4-19',1,4,0'
2644,'2019-5-6','2019-5-17',2,3,1'
2645,'2019-6-6','2019-6-20',4,4,0'
2646,'2019-7-8','2019-7-20',3,3,0'
2647,'2019-8-5','2019-8-23',1,0,0'
2648,'2019-9-11','2019-9-25',3,1,0'
2649,'2019-10-3','2019-10-26',2,4,1'
2650,'2019-11-3','2019-11-19',3,1,1'
2651,'2019-12-3','2019-12-18',4,2,0'
2652,'2019-1-8','2019-1-27',3,4,1'
2653,'2019-2-8','2019-2-27',4,2,0'
2654,'2019-3-3','2019-3-19',4,1,1'
2655,'2019-4-7','2019-4-24',1,0,1'
2656,'2019-5-1','2019-5-15',1,2,2'
2657,'2019-6-6','2019-6-22',2,4,1'
2658,'2019-7-8','2019-7-23',4,3,2'
2659,'2019-8-1','2019-8-25',4,3,0'
2660,'2019-9-2','2019-9-26',3,3,0'
2661,'2019-10-6','2019-10-19',1,2,0'
2662,'2019-11-11','2019-11-17',4,2,1'
2663,'2019-12-10','2019-12-28',3,2,1'
2664,'2019-1-10','2019-1-24',4,0,2'
2665,'2019-2-10','2019-2-23',2,0,2'
2666,'2019-3-7','2019-3-20',1,3,2'
2667,'2019-4-6','2019-4-16',1,2,1'
2668,'2019-5-11','2019-5-25',3,4,1'
2669,'2019-6-7','2019-6-18',3,1,2'
2670,'2019-7-9','2019-7-15',1,1,0'
2671,'2019-8-4','2019-8-18',4,2,2'
2672,'2019-9-13','2019-9-21',1,2,0'
2673,'2019-10-4','2019-10-28',2,0,1'
2674,'2019-11-6','2019-11-15',1,3,0'
2675,'2019-12-9','2019-12-22',2,1,2'
2676,'2019-1-13','2019-1-28',4,3,1'
2677,'2019-2-9','2019-2-22',4,0,0'
2678,'2019-3-8','2019-3-18',3,3,0'
2679,'2019-4-13','2019-4-19',3,0,0'
2680,'2019-5-2','2019-5-21',1,0,2'
2681,'2019-6-1','2019-6-19',1,1,2'
2682,'2019-7-7','2019-7-16',4,0,0'
2683,'2019-8-14','2019-8-15',4,2,1'
2684,'2019-9-12','2019-9-16',3,4,2'
2685,'2019-10-8','2019-10-26',4,4,0'
2686,'2019-11-2','2019-11-21',2,3,2'
2687,'2019-12-10','2019-12-17',4,2,2'
2688,'2019-1-1','2019-1-23',2,3,2'
2689,'2019-2-14','2019-2-22',3,4,1'
2690,'2019-3-1','2019-3-15',4,1,0'
2691,'2019-4-3','2019-4-25',1,3,2'
2692,'2019-5-9','2019-5-20',3,2,1'
2693,'2019-6-9','2019-6-22',4,1,2'
2694,'2019-7-4','2019-7-23',1,1,0'
2695,'2019-8-3','2019-8-24',2,1,1'
2696,'2019-9-10','2019-9-17',3,1,1'
2697,'2019-10-1','2019-10-19',2,2,1'
2698,'2019-11-4','2019-11-27',1,3,0'
2699,'2019-12-10','2019-12-22',2,3,0'
2700,'2019-1-13','2019-1-27',3,3,1'
2701,'2019-2-2','2019-2-24',1,2,1'
2702,'2019-3-1','2019-3-23',2,0,1'
2703,'2019-4-10','2019-4-18',3,4,0'
2704,'2019-5-3','2019-5-22',2,2,0'
2705,'2019-6-9','2019-6-23',2,2,1'
2706,'2019-7-4','2019-7-21',4,2,1'
2707,'2019-8-6','2019-8-22',4,2,1'
2708,'2019-9-5','2019-9-28',3,4,1'
2709,'2019-10-5','2019-10-24',2,0,1'
2710,'2019-11-14','2019-11-28',1,2,2'
2711,'2019-12-5','2019-12-16',4,3,1'
2712,'2019-1-11','2019-1-22',2,2,1'
2713,'2019-2-10','2019-2-16',4,1,0'
2714,'2019-3-7','2019-3-25',3,3,1'
2715,'2019-4-2','2019-4-25',1,4,1'
2716,'2019-5-7','2019-5-23',1,1,1'
2717,'2019-6-12','2019-6-28',1,0,1'
2718,'2019-7-8','2019-7-17',4,0,1'
2719,'2019-8-5','2019-8-18',4,4,2'
2720,'2019-9-4','2019-9-19',1,4,2'
2721,'2019-10-13','2019-10-22',2,0,0'
2722,'2019-11-5','2019-11-18',4,3,0'
2723,'2019-12-4','2019-12-24',1,1,2'
2724,'2019-1-13','2019-1-24',2,0,2'
2725,'2019-2-6','2019-2-27',2,4,0'
2726,'2019-3-3','2019-3-19',2,2,2'
2727,'2019-4-14','2019-4-15',3,2,1'
2728,'2019-5-11','2019-5-19',1,1,0'
2729,'2019-6-11','2019-6-28',4,1,1'
2730,'2019-7-1','2019-7-20',1,1,1'
2731,'2019-8-5','2019-8-21',4,3,1'
2732,'2019-9-2','2019-9-15',1,0,2'
2733,'2019-10-9','2019-10-24',2,3,1'
2734,'2019-11-8','2019-11-26',3,2,1'
2735,'2019-12-13','2019-12-16',2,4,0'
2736,'2019-1-14','2019-1-21',3,0,1'
2737,'2019-2-12','2019-2-22',1,4,2'
2738,'2019-3-11','2019-3-28',3,2,0'
2739,'2019-4-7','2019-4-25',1,1,1'
2740,'2019-5-5','2019-5-20',4,4,0'
2741,'2019-6-9','2019-6-21',2,0,2'
2742,'2019-7-9','2019-7-24',4,2,1'
2743,'2019-8-9','2019-8-16',3,4,2'
2744,'2019-9-14','2019-9-18',4,2,0'
2745,'2019-10-2','2019-10-28',3,4,2'
2746,'2019-11-10','2019-11-20',3,4,1'
2747,'2019-12-3','2019-12-18',3,3,0'
2748,'2019-1-3','2019-1-16',3,0,2'
2749,'2019-2-4','2019-2-27',4,2,1'
2750,'2019-3-3','2019-3-28',2,1,0'
2751,'2019-4-13','2019-4-17',3,0,2'
2752,'2019-5-2','2019-5-20',4,2,1'
2753,'2019-6-7','2019-6-21',4,2,0'
2754,'2019-7-1','2019-7-26',2,2,2'
2755,'2019-8-9','2019-8-26',4,1,2'
2756,'2019-9-12','2019-9-26',4,2,2'
2757,'2019-10-9','2019-10-27',2,1,2'
2758,'2019-11-9','2019-11-21',4,2,1'
2759,'2019-12-14','2019-12-19',3,2,1'
2760,'2019-1-12','2019-1-23',4,4,1'
2761,'2019-2-4','2019-2-20',1,4,0'
2762,'2019-3-5','2019-3-23',3,4,1'
2763,'2019-4-3','2019-4-19',2,2,1'
2764,'2019-5-7','2019-5-23',3,2,1'
2765,'2019-6-9','2019-6-22',2,4,1'
2766,'2019-7-3','2019-7-15',4,2,2'
2767,'2019-8-10','2019-8-18',2,4,1'
2768,'2019-9-4','2019-9-27',2,1,0'
2769,'2019-10-4','2019-10-17',2,2,1'
2770,'2019-11-5','2019-11-17',4,2,1'
2771,'2019-12-12','2019-12-27',1,1,0'
2772,'2019-1-3','2019-1-18',1,2,1'
2773,'2019-2-9','2019-2-28',2,1,2'
2774,'2019-3-10','2019-3-20',2,0,1'
2775,'2019-4-1','2019-4-18',3,2,0'
2776,'2019-5-11','2019-5-15',1,3,0'
2777,'2019-6-5','2019-6-21',3,2,1'
2778,'2019-7-10','2019-7-24',1,4,2'
2779,'2019-8-1','2019-8-28',2,4,2'
2780,'2019-9-6','2019-9-26',1,0,1'
2781,'2019-10-1','2019-10-20',1,1,2'
2782,'2019-11-10','2019-11-18',4,3,2'
2783,'2019-12-10','2019-12-17',2,0,1'
2784,'2019-1-7','2019-1-26',1,0,2'
2785,'2019-2-10','2019-2-18',4,4,0'
2786,'2019-3-8','2019-3-26',3,2,2'
2787,'2019-4-4','2019-4-17',3,3,1'
2788,'2019-5-3','2019-5-24',2,0,0'
2789,'2019-6-2','2019-6-18',1,1,0'
2790,'2019-7-12','2019-7-16',1,0,2'
2791,'2019-8-13','2019-8-15',3,1,0'
2792,'2019-9-14','2019-9-22',4,2,1'
2793,'2019-10-4','2019-10-25',4,3,2'
2794,'2019-11-7','2019-11-18',1,3,1'
2795,'2019-12-12','2019-12-18',3,0,2'
2796,'2019-1-1','2019-1-26',3,0,0'
2797,'2019-2-12','2019-2-20',3,1,0'
2798,'2019-3-3','2019-3-17',2,3,1'
2799,'2019-4-9','2019-4-24',2,3,1'
2800,'2019-5-2','2019-5-23',1,0,2'
2801,'2019-6-4','2019-6-16',3,1,0'
2802,'2019-7-6','2019-7-24',4,3,1'
2803,'2019-8-6','2019-8-18',1,1,0'
2804,'2019-9-9','2019-9-21',3,0,0'
2805,'2019-10-12','2019-10-25',2,4,1'
2806,'2019-11-3','2019-11-27',2,4,2'
2807,'2019-12-1','2019-12-28',4,3,1'
2808,'2019-1-10','2019-1-22',4,3,1'
2809,'2019-2-10','2019-2-28',1,1,2'
2810,'2019-3-1','2019-3-15',4,3,2'
2811,'2019-4-5','2019-4-21',4,2,2'
2812,'2019-5-6','2019-5-23',3,0,2'
2813,'2019-6-1','2019-6-16',1,3,0'
2814,'2019-7-6','2019-7-20',1,2,0'
2815,'2019-8-11','2019-8-22',1,1,1'
2816,'2019-9-14','2019-9-23',3,3,2'
2817,'2019-10-13','2019-10-26',3,1,0'
2818,'2019-11-14','2019-11-21',4,3,2'
2819,'2019-12-10','2019-12-26',1,1,0'
2820,'2019-1-6','2019-1-27',2,4,0'
2821,'2019-2-3','2019-2-20',4,0,2'
2822,'2019-3-1','2019-3-28',3,4,1'
2823,'2019-4-9','2019-4-17',1,0,0'
2824,'2019-5-4','2019-5-24',3,4,0'
2825,'2019-6-14','2019-6-28',1,2,0'
2826,'2019-7-9','2019-7-26',4,2,0'
2827,'2019-8-9','2019-8-23',2,1,1'
2828,'2019-9-9','2019-9-16',1,0,1'
2829,'2019-10-1','2019-10-20',2,2,0'
2830,'2019-11-3','2019-11-17',4,2,2'
2831,'2019-12-14','2019-12-23',4,0,1'
2832,'2019-1-3','2019-1-24',1,3,2'
2833,'2019-2-14','2019-2-20',2,0,1'
2834,'2019-3-6','2019-3-25',1,0,1'
2835,'2019-4-8','2019-4-25',3,3,2'
2836,'2019-5-1','2019-5-28',1,4,0'
2837,'2019-6-3','2019-6-28',1,1,1'
2838,'2019-7-1','2019-7-15',4,3,1'
2839,'2019-8-9','2019-8-27',3,1,1'
2840,'2019-9-2','2019-9-24',2,4,2'
2841,'2019-10-11','2019-10-27',1,3,0'
2842,'2019-11-6','2019-11-17',1,3,0'
2843,'2019-12-10','2019-12-16',1,1,0'
2844,'2019-1-6','2019-1-16',4,1,1'
2845,'2019-2-7','2019-2-20',2,3,0'
2846,'2019-3-8','2019-3-21',4,2,0'
2847,'2019-4-14','2019-4-27',2,1,1'
2848,'2019-5-6','2019-5-19',1,4,0'
2849,'2019-6-5','2019-6-18',1,0,0'
2850,'2019-7-10','2019-7-25',3,1,0'
2851,'2019-8-14','2019-8-20',3,0,1'
2852,'2019-9-10','2019-9-19',3,1,2'
2853,'2019-10-12','2019-10-24',4,0,0'
2854,'2019-11-2','2019-11-18',2,2,1'
2855,'2019-12-13','2019-12-26',3,1,0'
2856,'2019-1-2','2019-1-18',4,4,1'
2857,'2019-2-3','2019-2-18',1,1,2'
2858,'2019-3-3','2019-3-23',4,3,1'
2859,'2019-4-11','2019-4-19',4,3,1'
2860,'2019-5-3','2019-5-23',3,4,0'
2861,'2019-6-7','2019-6-21',4,2,1'
2862,'2019-7-6','2019-7-17',1,2,0'
2863,'2019-8-3','2019-8-16',3,2,0'
2864,'2019-9-7','2019-9-15',4,4,0'
2865,'2019-10-11','2019-10-26',2,3,2'
2866,'2019-11-9','2019-11-28',1,0,2'
2867,'2019-12-1','2019-12-22',3,1,0'
2868,'2019-1-6','2019-1-20',1,2,1'
2869,'2019-2-12','2019-2-15',1,2,2'
2870,'2019-3-12','2019-3-20',3,0,1'
2871,'2019-4-11','2019-4-19',3,4,0'
2872,'2019-5-11','2019-5-20',4,1,0'
2873,'2019-6-3','2019-6-26',4,3,0'
2874,'2019-7-1','2019-7-24',3,3,0'
2875,'2019-8-8','2019-8-24',2,0,0'
2876,'2019-9-2','2019-9-18',1,3,0'
2877,'2019-10-1','2019-10-26',1,2,0'
2878,'2019-11-9','2019-11-23',3,0,2'
2879,'2019-12-14','2019-12-19',3,4,0'
2880,'2019-1-14','2019-1-18',1,3,1'
2881,'2019-2-8','2019-2-20',3,3,0'
2882,'2019-3-12','2019-3-22',1,2,2'
2883,'2019-4-8','2019-4-20',1,4,0'
2884,'2019-5-9','2019-5-24',2,0,2'
2885,'2019-6-10','2019-6-27',2,1,0'
2886,'2019-7-8','2019-7-27',3,1,0'
2887,'2019-8-14','2019-8-22',2,3,0'
2888,'2019-9-1','2019-9-17',3,2,0'
2889,'2019-10-14','2019-10-27',2,2,2'
2890,'2019-11-4','2019-11-19',1,3,2'
2891,'2019-12-12','2019-12-18',2,2,2'
2892,'2019-1-9','2019-1-23',3,0,1'
2893,'2019-2-2','2019-2-19',2,4,2'
2894,'2019-3-5','2019-3-18',4,3,1'
2895,'2019-4-3','2019-4-16',1,4,2'
2896,'2019-5-13','2019-5-17',2,2,2'
2897,'2019-6-9','2019-6-19',3,0,2'
2898,'2019-7-1','2019-7-20',1,1,1'
2899,'2019-8-1','2019-8-21',4,0,1'
2900,'2019-9-11','2019-9-26',1,2,2'
2901,'2019-10-5','2019-10-17',1,1,2'
